,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"light_curves[57, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[57, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[57, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[58, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[58, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[58, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[59, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[59, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[59, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[60, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[60, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[60, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[61, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[61, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[61, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[62, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[62, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[62, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[63, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[63, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[63, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[64, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[64, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[64, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[65, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[65, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[65, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[66, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[66, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[66, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[67, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[67, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[67, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[68, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[68, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[68, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[69, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[69, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[69, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[70, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[70, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[70, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[71, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[71, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[71, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[72, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[72, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[72, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[73, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[73, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[73, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[74, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[74, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[74, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[75, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[75, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[75, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[76, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[76, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[76, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[77, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[77, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[77, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[78, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[78, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[78, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[79, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[79, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[79, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[80, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[80, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[80, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[81, 0]",-0.00,0.00,0.00,0.00,0.00,0.00,20008.00,20000.00,1.00
"light_curves[81, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20008.00,20008.00,1.00
"light_curves[81, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[82, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,16676.00,13157.00,1.00
"light_curves[82, 1]",-0.00,0.00,-0.00,0.00,0.00,0.00,18782.00,19300.00,1.00
"light_curves[82, 2]",-0.00,0.00,-0.00,0.00,0.00,0.00,18701.00,19088.00,1.00
"light_curves[83, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,22196.00,15995.00,1.00
"light_curves[83, 1]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"light_curves[83, 2]",-0.00,0.00,-0.00,0.00,0.00,0.00,18656.00,19088.00,1.00
"light_curves[84, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,17496.00,14720.00,1.00
"light_curves[84, 1]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"light_curves[84, 2]",-0.00,0.00,-0.00,0.00,0.00,0.00,18679.00,19104.00,1.00
"light_curves[85, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,20641.00,15535.00,1.00
"light_curves[85, 1]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"light_curves[85, 2]",-0.00,0.00,-0.00,0.00,0.00,0.00,18678.00,19104.00,1.00
"light_curves[86, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,22886.00,15745.00,1.00
"light_curves[86, 1]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"light_curves[86, 2]",-0.00,0.00,-0.00,0.00,0.00,0.00,18659.00,19104.00,1.00
"light_curves[87, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,23710.00,15953.00,1.00
"light_curves[87, 1]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"light_curves[87, 2]",-0.00,0.00,-0.00,0.00,0.00,0.00,18684.00,19104.00,1.00
"light_curves[88, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,23931.00,16211.00,1.00
"light_curves[88, 1]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"light_curves[88, 2]",-0.00,0.00,-0.00,0.00,0.00,0.00,18681.00,19104.00,1.00
"light_curves[89, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,24236.00,17360.00,1.00
"light_curves[89, 1]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"light_curves[89, 2]",-0.00,0.00,-0.00,0.00,0.00,0.00,18646.00,19104.00,1.00
"light_curves[90, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,24774.00,17716.00,1.00
"light_curves[90, 1]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"light_curves[90, 2]",-0.00,0.00,-0.00,0.00,0.00,0.00,18663.00,19104.00,1.00
"light_curves[91, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,25402.00,17302.00,1.00
"light_curves[91, 1]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"light_curves[91, 2]",-0.00,0.00,-0.00,0.00,0.00,0.00,18676.00,19104.00,1.00
"light_curves[92, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,25806.00,17626.00,1.00
"light_curves[92, 1]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"light_curves[92, 2]",-0.00,0.00,-0.00,0.00,0.00,0.00,18684.00,19104.00,1.00
"light_curves[93, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,25858.00,17692.00,1.00
"light_curves[93, 1]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"light_curves[93, 2]",-0.00,0.00,-0.00,0.00,0.00,0.00,18665.00,19104.00,1.00
"light_curves[94, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,25559.00,17583.00,1.00
"light_curves[94, 1]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"light_curves[94, 2]",-0.00,0.00,-0.00,0.00,0.00,0.00,18629.00,19104.00,1.00
"light_curves[95, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,25038.00,17263.00,1.00
"light_curves[95, 1]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"light_curves[95, 2]",-0.00,0.00,-0.00,0.00,0.00,0.00,18603.00,19104.00,1.00
"light_curves[96, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,24420.00,16449.00,1.00
"light_curves[96, 1]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"light_curves[96, 2]",-0.00,0.00,-0.00,0.00,0.00,0.00,18617.00,19119.00,1.00
"light_curves[97, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,23822.00,16012.00,1.00
"light_curves[97, 1]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"light_curves[97, 2]",-0.00,0.00,-0.00,0.00,0.00,0.00,18591.00,19119.00,1.00
"light_curves[98, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,23297.00,15597.00,1.00
"light_curves[98, 1]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"light_curves[98, 2]",-0.00,0.00,-0.00,0.00,0.00,0.00,18574.00,19119.00,1.00
"light_curves[99, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,22903.00,15798.00,1.00
"light_curves[99, 1]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"light_curves[99, 2]",-0.00,0.00,-0.00,0.00,0.00,0.00,18569.00,19119.00,1.00
"light_curves[100, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,22647.00,15510.00,1.00
"light_curves[100, 1]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"light_curves[100, 2]",-0.00,0.00,-0.00,0.00,0.00,0.00,18586.00,19119.00,1.00
"light_curves[101, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,22544.00,15462.00,1.00
"light_curves[101, 1]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"light_curves[101, 2]",-0.00,0.00,-0.00,0.00,0.00,0.00,18554.00,19119.00,1.00
"light_curves[102, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,22590.00,15512.00,1.00
"light_curves[102, 1]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"light_curves[102, 2]",-0.00,0.00,-0.00,0.00,0.00,0.00,18559.00,19119.00,1.00
"light_curves[103, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,22790.00,15799.00,1.00
"light_curves[103, 1]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"light_curves[103, 2]",-0.00,0.00,-0.00,0.00,0.00,0.00,18574.00,19112.00,1.00
"light_curves[104, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,23133.00,15420.00,1.00
"light_curves[104, 1]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"light_curves[104, 2]",-0.00,0.00,-0.00,0.00,0.00,0.00,18612.00,19133.00,1.00
"light_curves[105, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,23606.00,15821.00,1.00
"light_curves[105, 1]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"light_curves[105, 2]",-0.00,0.00,-0.00,0.00,0.00,0.00,18608.00,19117.00,1.00
"light_curves[106, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,24174.00,16363.00,1.00
"light_curves[106, 1]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"light_curves[106, 2]",-0.00,0.00,-0.00,0.00,0.00,0.00,18566.00,19129.00,1.00
"light_curves[107, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,24784.00,16773.00,1.00
"light_curves[107, 1]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"light_curves[107, 2]",-0.00,0.00,-0.00,0.00,0.00,0.00,18572.00,19124.00,1.00
"light_curves[108, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,25312.00,17529.00,1.00
"light_curves[108, 1]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"light_curves[108, 2]",-0.00,0.00,-0.00,0.00,0.00,0.00,18588.00,19124.00,1.00
"light_curves[109, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,25620.00,17659.00,1.00
"light_curves[109, 1]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"light_curves[109, 2]",-0.00,0.00,-0.00,0.00,0.00,0.00,18585.00,19137.00,1.00
"light_curves[110, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,25557.00,17645.00,1.00
"light_curves[110, 1]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"light_curves[110, 2]",-0.00,0.00,-0.00,0.00,0.00,0.00,18621.00,19150.00,1.00
"light_curves[111, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,25070.00,17024.00,1.00
"light_curves[111, 1]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"light_curves[111, 2]",-0.00,0.00,-0.00,0.00,0.00,0.00,18631.00,19150.00,1.00
"light_curves[112, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,24291.00,17086.00,1.00
"light_curves[112, 1]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"light_curves[112, 2]",-0.00,0.00,-0.00,0.00,0.00,0.00,18576.00,19164.00,1.00
"light_curves[113, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,23548.00,16838.00,1.00
"light_curves[113, 1]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"light_curves[113, 2]",-0.00,0.00,-0.00,0.00,0.00,0.00,18584.00,19166.00,1.00
"light_curves[114, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,23133.00,16595.00,1.00
"light_curves[114, 1]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"light_curves[114, 2]",-0.00,0.00,-0.00,0.00,0.00,0.00,18606.00,19166.00,1.00
"light_curves[115, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,23118.00,16010.00,1.00
"light_curves[115, 1]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"light_curves[115, 2]",-0.00,0.00,-0.00,0.00,0.00,0.00,18627.00,19166.00,1.00
"light_curves[116, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,23035.00,16532.00,1.00
"light_curves[116, 1]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"light_curves[116, 2]",-0.00,0.00,-0.00,0.00,0.00,0.00,18634.00,19166.00,1.00
"light_curves[117, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,22550.00,16087.00,1.00
"light_curves[117, 1]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"light_curves[117, 2]",-0.00,0.00,-0.00,0.00,0.00,0.00,18674.00,19181.00,1.00
"light_curves[118, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,21241.00,15381.00,1.00
"light_curves[118, 1]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"light_curves[118, 2]",-0.00,0.00,-0.00,0.00,0.00,0.00,18672.00,19181.00,1.00
"light_curves[119, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,19301.00,14855.00,1.00
"light_curves[119, 1]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"light_curves[119, 2]",-0.00,0.00,-0.00,0.00,0.00,0.00,18684.00,19181.00,1.00
"light_curves[120, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,25334.00,14811.00,1.00
"light_curves[120, 1]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"light_curves[120, 2]",-0.00,0.00,-0.00,0.00,0.00,0.00,18716.00,19181.00,1.00
"light_curves[121, 0]",-0.00,0.00,-0.00,0.00,0.00,0.00,14088.00,14611.00,1.00
"light_curves[121, 1]",-0.00,0.00,0.00,0.00,0.00,0.00,18450.00,19337.00,1.00
"light_curves[121, 2]",-0.00,0.00,0.00,0.00,0.00,0.00,18236.00,18989.00,1.00
"light_curves[122, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[122, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[122, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[123, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[123, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[123, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[124, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[124, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[124, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[125, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[125, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[125, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[126, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[126, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[126, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[127, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[127, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[127, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[128, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[128, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[128, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[129, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[129, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[129, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[130, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[130, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[130, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[131, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[131, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[131, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[132, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[132, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[132, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[133, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[133, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[133, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[134, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[134, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[134, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[135, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[135, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[135, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[136, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[136, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[136, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[137, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[137, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[137, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[138, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[138, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[138, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[139, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[139, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[139, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[140, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[140, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[140, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[141, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[141, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[141, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[142, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[142, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[142, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[143, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[143, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[143, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[144, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[144, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[144, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[145, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[145, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[145, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[146, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[146, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[146, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[147, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[147, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[147, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[148, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[148, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[148, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[149, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[149, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[149, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[150, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[150, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[150, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[151, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
